Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,USE_THIS,Is Term,Original Sort Order,Check Fulltext,ReviewType,Project,local_filename,culled_type,culled_term,culled_date,culled_COMMENTS,missing,IS_DISS,TITLE3,TITLE3_nospace,IS_DISS_TITLE,full_auth,AUTH,IS_AUTH,IS_DISS_AUTH,pq_Title,pq_Authors,pq_documentType,pq_elecPubDate,pq_entryDate,pq_issue,pq_pages,pq_placeOfPublication,pq_pubdate,pq_pubtitle,pq_year,pq_volume,Filename,Date,Additional Pages,ReviewType.1,Chapter,Chapter_Auth,special,downloaded
,Christopher Hooton,These print editions of Wikipedia show the futility of big data and are available for purchase From,2015.0,Independent Digital News and Media Limited,,,,,,Newspaper; Web Publication,,,,,,,,,,,,,,,,,True,,,,review,Print Wikipedia,Christopher_Hooton_These_print_editions_of_Wikipedia_show_the_futility_of_big_data_and_are_available_for_purchase_From.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,These print editions of Wikipedia show the futility of big data and are available for purchase From.PDF,19-Jun,,several paragraphs,,,,False
,MailOnline,"This is what it looks like when you print out ALL of Wikipedia (and it only takes 25 days and 7,473 books!)",2015.0,MailOnline,,,,,,Web Publication,,,,,,,,,,,,,,,,,True,,,,review,Print Wikipedia,"MailOnline_This_is_what_it_looks_like_when_you_print_out_ALL_of_Wikipedia_(and_it_only_takes_25_days_and_7,473_books!).pdf",,,,,,,,,,,,,,,,,,,,,,,,,,"This is what it looks like when you print out ALL of Wikipedia (and it only takes 25 days and 7,473 books!).PDF",19-Jul,,several paragraphs,,,,False
,Beate Scheder,Virtuelles zum Anfassen: Doppelausstellung bei Import Projects Import Projects,2016.0,"taz, die tageszeitung",,,,,,Zeitung,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Beate_Scheder_Virtuelles_zum_Anfassen_Doppelausstellung_bei_Import_Projects_Import_Projects.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Virtuelles zum Anfassen_ Doppelausstellung bei Import Projects Import Projects.PDF,2-Jun,,one paragraph,,,,False
,Paola van de Velde,Warme handen gezocht,2018.0,De Telegraaf (syndicated in De Gooi- en Eemlander and Noordhollands Dagblad),,,,,,Krant,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Paola_van_de_Velde_Warme_handen_gezocht.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Warme handen gezocht.PDF,15-Jan,,one paragraph,,,,False
,Hanno Rauterberg,Wer glaubt noch ans Original: Wolfgang Beltracchi mag ein großer Kunstfälscher sein - seine Bilder g,2011.0,Die ZEIT,,,,,,,,,,,,,41.0,,,,,,,,,,True,,,,mention,AfterSherrieLevine.com,Hanno_Rauterberg_Wer_glaubt_noch_ans_Original_Wolfgang_Beltracchi_mag_ein_großer_Kunstfälscher_sein_-_seine_Bilder_g.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Wer glaubt noch ans Original_ Wolfgang Beltracchi mag ein großer Kunstfälscher sein - seine Bilder g.PDF,6-Oct,,one paragraph,,,,False
,Clara Brunel,Wikipédia : faire du neuf avec du vieux,2015.0,LePoint.fr,,,,,,Publication internet,,,,,,,,,,,,,,,,,True,,,,review,Print Wikipedia,Clara_Brunel_Wikipédia__faire_du_neuf_avec_du_vieux.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Wikipédia _ faire du neuf avec du vieux.PDF,19-Jun,,several paragraphs,,,,False
,KAI AGTHE,Wunderbare Wissenswelt,2020.0,M. DuMont Schauberg Alle Rechte vorbehalten,,,,,,,,,,,,,278.0,,,,,,,,,,True,,,,mention,Print Wikipedia,KAI_AGTHE_Wunderbare_Wissenswelt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,"Wunderbare Wissenswelt ONLINE-LEXIKON Eine Gesamtlektüre ist bei 2,5 Millionen Artikeln schier unmög.PDF",30-Nov,,one paragraph,,,,False
,Paul Sawers,"You can soon buy a 7,471-volume printed version of Wikipedia for $500,000",2015.0,VentureBeat,,,,,,Web Blog,,,,,,,,,,,,,,,,,True,,,,review,Print Wikipedia,"Paul_Sawers_You_can_soon_buy_a_7,471-volume_printed_version_of_Wikipedia_for_$500,000.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,"You can soon buy a 7,471-volume printed version of Wikipedia for $500,000.PDF",18-Jun,,several paragraphs,,,,False
,"Torie Bosch, Ellen Ullman, Key S. Chudler",You are not expected to understand this: how 26 lines of code changed the world,2022.0,Princeton University Press,Princeton,,,,,Book,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Torie_Bosch__Ellen_Ullman__Key_S._Chudler_You_are_not_expected_to_understand_this_how_26_lines_of_code_changed_the_world.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,_You are not expected to understand this_ _ how 26 lines of code changed the world _ WorldCat.org.pdf,,,,,,,False
,Margaret Hillenbrand,"Remaking Tank Man, in China",2017.0,journal of visual culture,,,,,,,10.1177/1470412917703154,,,16.0,2.0,131,167,,,,,,,,,,True,,,,Several paragraphs,Tiananmen,"Margaret_Hillenbrand_Remaking_Tank_Man,_in_China.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,1470412917703154.pdf,,,,,,,False
,Mia Candy,Carolina Planning Journal : Volume 41,2016.0,Carolina Planning Journal,,,,,,,,,,41.0,,,,,,,,,,,,,True,,,,Review,The Social Life of Artistic Property,Mia_Candy_Carolina_Planning_Journal__Volume_41.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,2016_issue_layout_4-20 digital publishing_under 10 mb.pdf,,,,,,,False
,"Sarah Elaine Eaton, Julia Christensen Hughes",Academic Integrity in Canada,2022.0,Springer,,,,,,,,,,,,277,,,,,,,,,,,True,,,,mention,AfterSherrieLevine.com,Sarah_Elaine_Eaton__Julia_Christensen_Hughes_Academic_Integrity_in_Canada.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,978-3-030-83255-1.pdf,,,,Visual Plagiarism in Illustration: Apparent Contradictions in Visual Practise and Two Case Studies in Illustration,Colleen Schindler-Lynch,,False
,Annette Gilbert,Open Call: Library of Artistic Print-on-Demand. Collection & Research,2019.0,Bayerische Staatsbibliothek München,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Annette_Gilbert_Open_Call_Library_of_Artistic_Print-on-Demand._Collection_&_Research.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,AAP - Open Call Library of Artistic Print-on-Demand. Collection & Research.pdf,,,,,,,False
,Emma Grillo and Danya Issawi,Cook With Cabbage and Sing a Sea Shanty,2021.0,The New York Times,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Art+Feminism,Emma_Grillo_and_Danya_Issawi_Cook_With_Cabbage_and_Sing_a_Sea_Shanty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,AF_2021_NYT.pdf,27-Feb,,,,,,False
,"Bonner, Mehera",Meet the New Female Artists of Wikipedia,2015.0,Time Magazine,,,,,,,,,,,,,,,,,,,,,,,True,,,,Review,Art+Feminism,Bonner__Mehera_Meet_the_New_Female_Artists_of_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,AF_time.pdf,14-Apr,,,,,,False
,"CEMBALEST, ROBIN",Museums Open Up to Power of Wiki,2015.0,Wall Street Journal,,,,,,,,,,266.0,87.0,A17,A21,,,,,,,,,,True,,,,mention,Art+Feminism,CEMBALEST__ROBIN_Museums_Open_Up_to_Power_of_Wiki.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,AF_WSJ_2016.pdf,"12, October",2.0,,,,,False
,Deirdre Perry,Wholehearted Participation: Attuning to Affect and Immanence in a Virtual Field,2022.0,Anthropology and Humanism,,,,,,10.1111/anhu.12375,,,,47.0,1.0,256,276,,,,,,,,,,True,,,,mention,Art+Feminism,Deirdre_Perry_Wholehearted_Participation_Attuning_to_Affect_and_Immanence_in_a_Virtual_Field.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Anthropology and Humanism - 2022 - Perry - Wholehearted Participation Attuning to Affect and Immanence in a Virtual Field.pdf,,,,,,,False
,Tanner Stechnij,In the Stacks: Print Wikipedia' displays knowledge as art,2016.0,The State Press: Arizona State University,,,,,,Newspaper,,,,,,1.0,1.0,,,,,,,,,,True,,,,review,Print Wikipedia,Tanner_Stechnij_In_the_Stacks_Print_Wikipedia_displays_knowledge_as_art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,In the Stacks_ Print Wikipedia displays knowledge as art.PDF,1-Mar,,Several paragraphs,,,,False
,Femke Snelting,Bauhaus meets F/LOSS,2011.0,Open Source Publishing,,http://en.flossmanuals.net/digital-foundations/,,,,,,,,,,,,,,,,,,,,,True,,,,Review,Digital Foundations,Femke_Snelting_Bauhaus_meets_FLOSS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhaus meets F_LOSS.pdf,12-Apr,,,,,,False
,Leo Mirani,Big Data: there’s no escape,2015.0,Economist,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Leo_Mirani_Big_Data_there’s_no_escape.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Big Data_ there’s no escape.pdf,10-Dec,,,,,,False
,Lisa Stein,The Lives and Loves of Images: Biennale für aktuelle Fotografie 2020,2020.0,Burlington Contemporary,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,AfterSherrieLevine.com,Lisa_Stein_The_Lives_and_Loves_of_Images_Biennale_für_aktuelle_Fotografie_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Burlington Contemporary - Reviews.pdf,16-Apr,,,,,,False
,David M. Roth,‘Copycat’ @ SF State,2019.0,Squarecylinder.com,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Postmodern Times,David_M._Roth_‘Copycat’_@_SF_State.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Copycat' @ SF State - Squarecylinder.com – Art Reviews _ Art Museums _ Art Gallery Listings Northern California.pdf,10-Oct,,,,,,False
,Chantal Raguin,Cornell Celebrates International Women's Day with Wikipedia Edit-a-Thon,2019.0,The Cornell Daily Sun,,,,,,,,,,,,,,,,,,,,,,,True,,,,College Newspaper Article,Art+Feminism,Chantal_Raguin_Cornell_Celebrates_International_Womens_Day_with_Wikipedia_Edit-a-Thon.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell Celebrates International Women's Day with Wikipedia Edit-a-Thon - Document - Gale OneFile_ News.pdf,10-Mar,,,,,,False
,Nathaniel LaCelle-Peterson,Cornell Students Amend Wikipedia to Address Inequality,2016.0,The Cornell Daily Sun,,,,,,,,,,,,,,,,,,,,,,,True,,,,College Newspaper Article,Art+Feminism,Nathaniel_LaCelle-Peterson_Cornell_Students_Amend_Wikipedia_to_Address_Inequality.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell Students Amend Wikipedia to Address Inequality - Document - Gale OneFile_ News.pdf,6-Mar,,,,,,False
,Sianna Boschetti,Creating a safe space for tough issues,2015.0,The Sandspur,,link.gale.com/apps/doc/A433635858/STND?u=cuny_gradctr&sid=bookmark-STND&xid=bcca7c0a,,,,,,,,,,1,,,,,,,,,,,True,,,,discussion,Art+Feminism,Sianna_Boschetti_Creating_a_safe_space_for_tough_issues.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Creating a safe space for tough issues - Document - Gale OneFile_ News.pdf,"4,November",,,,,,False
,"Matt Vetter, Theresa McDevitt, Dan Weinstein, Ken Sherwood",Critical Digital Praxis in Wikipedia: The Art+Feminism Edit-a-thon,2017.0,hybridpedagogy,,,,,,,,,,,,,,,,,,,,,,,True,,,,case study,Art+Feminism,Matt_Vetter__Theresa_McDevitt__Dan_Weinstein__Ken_Sherwood_Critical_Digital_Praxis_in_Wikipedia_The_Art+Feminism_Edit-a-thon.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Critical Digital Praxis in Wikipedia_ The Art+Feminism Edit-a-thon.pdf,1-Nov,,,,,,False
,Robert DiYanni and Anton Borst,"Critical Reading Across the Curriculum, Volume 1: Humanities,",2017.0,"John Wiley & Sons, Inc.",,,,,,Book,10.1002/9781119154907.ch6,,,,,,,,,,,,,,,,True,,,,case study,Art+Feminism,"Robert_DiYanni_and_Anton_Borst_Critical_Reading_Across_the_Curriculum,_Volume_1_Humanities,.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,Critical Reading Across the Curriculum - 2017 - DiYanni - Approaching Intellectual Emancipation.pdf,,,,Approaching Intellectual Emancipation,Amy K. Hamlin,,False
,José Luis Crespo Fajardo,Esteticas Del Media Art,2013.0,Eumed,,,,,,,,,,,,175,199,,,,,,,,,,True,,,,discussion,"Shop Mandiberg, Essential Guide to Performing Michael Mandiberg",José_Luis_Crespo_Fajardo_Esteticas_Del_Media_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Dialnet-EsteticasDelMediaArt-525868.pdf,,,,E-Identidades: el “yo” en el Net.art,REBECA PARDO SAINZ,,False
,Nadia García Espino,Inventar el futuro,2021.0,El Ornitorrinco Tachado,,,,,,,,,,,14.0,,,,,,,,,,,,True,,,,one sentence,AfterSherrieLevine.com,Nadia_García_Espino_Inventar_el_futuro.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Dialnet-InventarElFuturo-8118430.pdf,,,,,,,False
,Daniel Hora,Arte Hacker,2024.0,Edufes,,,,,,Book,,,,,,109,115,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,Daniel_Hora_Arte_Hacker.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,digital_arte-hacker.pdf,,,,,,,False
,Steve Dixon,"Cybernetic-existentialism: freedom, systems, and being-for-others in contemporary art",2020.0,Routledge,,,,,,Book,,,,,,203,228,,,,,,,,,,True,,,,mention,Shop Mandiberg,"Steve_Dixon_Cybernetic-existentialism_freedom,_systems,_and_being-for-others_in_contemporary_art.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,Dixon-Cibernetic-2020-p215-shopM.pdf,,,,,,,False
,Margaret Hillenbrand,Negative Exposures: Knowing What Not to Know in Contemporary China,2020.0,Duke University Press,,,,,,,,,,,,179,180,,,,,,,,,,True,,,,discussion,Tiananmen,Margaret_Hillenbrand_Negative_Exposures_Knowing_What_Not_to_Know_in_Contemporary_China.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,"Ducking the Firewall Hillenbrand, Margaret.pdf",,,,,,,False
,Simon Groth,e-news,2015.0,"The Courier-Mail (Brisbane, Queensland, Australia)",,,,,,,,,,,,,,,,,,,,,,,True,,,,mention ,Print Wikipedia,Simon_Groth_e-news.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,E. - Document - Gale OneFile_ News.pdf,11-Jul,,,,,,False
,Olivia Welshans,Edit-a-thon seeks to decrease gender gap on Wikipedia,2018.0,The Daily Illini,,link.gale.com/apps/doc/A530807046/STND?u=cuny_gradctr&sid=bookmark-STND&xid=f701455f,,,,,,,,,,1,,,,,,,,,,,True,,,,College Newspaper Article,Art+Feminism,Olivia_Welshans_Edit-a-thon_seeks_to_decrease_gender_gap_on_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Edit-a-thon seeks to decrease gender gap on Wikipedia - Document - Gale OneFile_ News.pdf,12-Mar,,,,,,False
,Quincy Sinek,Event at CCP aims to empower female Wikipedia editors,2019.0,The Daily Wildcat,,,,,,,,,,,,,,,,,,,,,,,True,,,,College Newspaper Article,Art+Feminism,Quincy_Sinek_Event_at_CCP_aims_to_empower_female_Wikipedia_editors.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,event-at-ccp-aims-to-empower-female-wikipedia-editors.pdf,23-Mar,,,,,,False
,Elena Lopez Martin and Borja Morgado Aguirre,"Fandom community, hacker ethic, open movement: influences on socially engaged contemporary net.art",2015.0,ETC Media,,,,,,,,,,,104.0,,,,,,,,,,,,True,,,,paragraph,The Real Costs,"Elena_Lopez_Martin_and_Borja_Morgado_Aguirre_Fandom_community,_hacker_ethic,_open_movement_influences_on_socially_engaged_contemporary_net.art.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,Fandom_community_hacker_ethic_.pdf,Feb. 15,,,,,,False
,Ross Kenneth Urkin,Art of Failure,2016.0,BussinessWeek,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,FDIC Insured,Ross_Kenneth_Urkin_Art_of_Failure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,fdic_bloomberg.pdf,September,,,,,,False
,Stefano Ferreyros,Harn hosts Wikipedia-editing marathon in name of feminism,2017.0,The Florida Independent Alligator,,,,,,,,,,,,,1,,,,,,,,,,True,,,,College Newspaper Article,Art+Feminism,Stefano_Ferreyros_Harn_hosts_Wikipedia-editing_marathon_in_name_of_feminism.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Harn hosts Wikipedia-editing marathon in name of feminism - Document - Gale OneFile_ News.pdf,"26, March",,,,,,False
,Matthew Strauss,How Long Will It Take an Artist to Print Wikipedia,2015.0,inverse,,,,,,,,,,,,,,,,,,,,,,,True,,,,Review,Print Wikipedia,Matthew_Strauss_How_Long_Will_It_Take_an_Artist_to_Print_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,How Long Will It Take an Artist to Print Wikipedia.pdf,17-Jun,,,,,,False
,Bianca Felicori,If work becomes our life,2021.0,Domus,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Quantified Self Portrait (One Year Performance),Bianca_Felicori_If_work_becomes_our_life.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,If work becomes our life - Domus.pdf,21-Feb,,,,,,False
,Alastair McKay,Imagine No Possessions,2002.0,"The Scotsman (Edinburgh, Scotland)",,link.gale.com/apps/doc/A94888479/STND?u=cuny_gradctr&sid=bookmark-STND&xid=5a3b3bcd,,,,,,,,,,10,10,,,,,,,,,,True,,,,mention,Shop Mandiberg,Alastair_McKay_Imagine_No_Possessions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Imagine No Possessions - Document - Gale OneFile_ News.pdf,12-Nov,,,,,,False
,Kristine Tan,Information Wants to Be Free?: Art and the Internet,2022.0,Art & Market,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Kristine_Tan_Information_Wants_to_Be_Free_Art_and_the_Internet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Information Wants to Be Free_ — Art & Market.pdf,"10, May",,,,,,False
,John Zeaman,Is it photography or is it art?,2002.0,"The Record (Bergen County, NJ)",,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,AfterSherrieLevine.com,John_Zeaman_Is_it_photography_or_is_it_art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Is it photography or is it art_ The lines between the two blurred - Document - Gale OneFile_ News-ASL.pdf,2-Aug,,,,,,False
,Alessandro Ludovico,An e-publishing archaeology,2018.0,Proceedings of the 24th International Symposium on Electronic Art,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Alessandro_Ludovico_An_e-publishing_archaeology.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,ISEA_proceedings_final-An e-publishing archaeology Alessandro Ludovico.pdf,,,,,,,False
,Jan Dibbets,Bookmarking Book Art – The Art of Reading in a “Post-Text Future”,2018.0,books-on-books,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Print Wikipedia,Jan_Dibbets_Bookmarking_Book_Art_–_The_Art_of_Reading_in_a_“Post-Text_Future”.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Dibbets – Books On Books.pdf,21-Feb,,,,,,False
,Kickstarter,Five Pieces of Advice for Your Creative Coding Project,2019.0,Kickstarter Magazine,,,,,,,,,,,,,,,,,,,,,,,True,,,,discussion,Print Wikipedia,Kickstarter_Five_Pieces_of_Advice_for_Your_Creative_Coding_Project.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Kickstarter_magazine_Five Pieces of Advice for Your Creative Coding Project _ by Kickstarter _ Kickstarter Magazine _ Medium.pdf,12-Mar,,,,,,False
,Maria Michails,"Mining data, making art",2015.0,Digital Creativity,,https://doi.org/10.1080/14626268.2015.1073159,,,,,10.1080/14626268.2015.1073159,,,26.0,45355.0,279,286,,,,,,,,,,True,,,,discussion,The Real Costs,"Maria_Michails_Mining_data,_making_art.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,"Mining data, making art_ Digital Creativity_ Vol 26, No 3-4.pdf",26-Aug,,,,,,False
,Juliet Helmke,Go For Broke,2016.0,Modern Painters,,,,,,,,,,,,,,,,,,,,,,,True,,,,Review,FDIC Insured,Juliet_Helmke_Go_For_Broke.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,modern_painters.pdf,September,,,,,,False
,Domenico Quaranta,Net Art,2023.0,Postmedia,,,,,,,,,,,,,,,,,,,,,,,True,,,,mention,Quantified Self Portrait (One Year Performance),Domenico_Quaranta_Net_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Net_Art_Scritti_sullarte_nellera_dellinf.pdf,Apr,,,,,,False
,Ben Hooper,"New York artist creating 7,600-volume 'print edition' of Wikipedia",2015.0,UPI (syndicated),,,,,,Newswire,,,,,,,,,,,,,,,,,True,,,,review,Print Wikipedia,"Ben_Hooper_New_York_artist_creating_7,600-volume_print_edition_of_Wikipedia.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,"New York artist creating 7,600-volume 'print edition' of Wikipedia.PDF",18-Jun,,several paragraphs,,,,False
,K Mulholland,Re-imagining the Art School,2019.0,London: Routledge,,,,,,Book,,,,,,86,,,,,,,,,,,True,,,,paragraph,New York Arts Practicum,K_Mulholland_Re-imagining_the_Art_School.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,"NYAP K Mulholland, Re-imagining the Art School,.pdf",,,,,,,False
,Julia Jacobs,"Harassers Plague Wikipedia, Too. It's Fighting Back.",2019.0,New York Times,The New York Times Company,link.gale.com/apps/doc/A581826885/STND?u=cuny_gradctr&sid=bookmark-STND&xid=d8ad235a,,,,Article,,,,,,,,,,,,,,,,,True,,,,mention,Art+Feminism,"Julia_Jacobs_Harassers_Plague_Wikipedia,_Too._Its_Fighting_Back..pdf",,,,,,,,,,,,,,,,,,,,,,,,,,"NYT Harassers Plague Wikipedia, Too. It's Fighting Back. - Document - Gale OneFile_ News.pdf",10-Apr,,,,,,False
,Patti Pente,Niche and Community Online: Artists’ Tactical Media Activities as Pedagogy,2016.0,"Politics and social activism: concepts, methodologies, tools, and applications",IGI Global,10.4018/978-1-4666-9461-3.ch059,,,,Book,18,,,4.0,,1142,1154,,,,,,,,,,True,,,,mention,Oil Standard,Patti_Pente_Niche_and_Community_Online_Artists’_Tactical_Media_Activities_as_Pedagogy.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Pente-Niche and Community Online-1151-OilStandard-TRC.pdf,,,,,,,False
,Darren Hudson Hick,Forgery and Appropriation in Art,2010.0,Philosophy Compass,Wiley Online Library,10.1111/j.1747-9991.2010.00353.x,,,,Article,5,,,12.0,1047.0,1056,,,,,,,,,,,True,,,,,,Darren_Hudson_Hick_Forgery_and_Appropriation_in_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Philosophy Compass - 2010 - Hick - Forgery and Appropriation in Art.pdf,,,,,,,False
,RC Baker,On the Books,2016.0,The Village Voice,,,,,,Article,,,,,,,,,,,,,,,,,True,,,,Review,FDIC Insured,RC_Baker_On_the_Books.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,PW_villagevoice.pdf,21-Sep,,,,,,False
,Luis López,Recrea artista Wikipedia... !con cientos de tomos!,2015.0,El Norte (México City),Agencia Reforma,link.gale.com/apps/doc/A418985008/STND?u=cuny_gradctr&sid=bookmark-STND&xid=7fdcabe8,,,,Article,,,,,,,,,,,,,,,,,True,,,,Review,Print Wikipedia,Luis_López_Recrea_artista_Wikipedia..._!con_cientos_de_tomos!.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Recrea artista Wikipedia... !con cientos de tomos! - Document - Gale OneFile_ News.pdf,23-Jun,,,,,,False
,Christiane Paul,A Companion to Digital Art,2016.0,Wiley-Blackwell,,,,,,,Book,,,,,163,181,,,,,,,,,,True,,,,mention,The Real Costs,Christiane_Paul_A_Companion_to_Digital_Art.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,shanken_hybrid-discourses-overview-4.pdf,,,,Contemporary Art and New Media: Digital Divide or Hybrid Discourse?,Edward Shanken,,False
,Huda Smitshuijzen AbiFarès,The Art of Reading: From William Kentridge to Wikipedia,2017.0,Khatt Foundation,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,Huda_Smitshuijzen_AbiFarès_The_Art_of_Reading_From_William_Kentridge_to_Wikipedia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,The Art of Reading_ From William Kentridge to Wikipedia’ - Khatt Foundation.pdf,18-Nov,,,,,,False
,"Cher Krause Knight, Harriet F. Senie","The Mass Media Frame: Pranking, Soap Operas, and Public Art",2016.0,onlinelibrary-wiley-com,Wiley Online Library,https://doi-org.ezproxy.gc.cuny.edu/10.1002/9781118475331.ch21,,,,Book,10.1002/9781118475331.ch21,,,,,,,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,"Cher_Krause_Knight__Harriet_F._Senie_The_Mass_Media_Frame_Pranking,_Soap_Operas,_and_Public_Art.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,The Mass Media Frame - A Companion to Public Art - Wiley Online Library.pdf,19-Jul,,,"The Mass Media Frame: Pranking, Soap Operas, and Public Art",Cher Krause Knight,,False
,Yanai Toister,Latent digital,2020.0,Journal of Visual Art Practice,Taylor & Francis Group,https://doi.org/10.1080/14702029.2019.1701915,,,,,10.1080/14702029.2019.1701915,,,19.0,2.0,125,136,,,,,,,,,,True,,,,discussion,AfterSherrieLevine.com,Yanai_Toister_Latent_digital.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Toister Latent digital 2020.pdf,4-Dec,,,,,,False
,Gunnar Wolf and Alejandro Miranda,Construcción Colaborativa del Conocimiento,2011.0,"UNAM, Instituto de Investigaciones Económicas",,,,,,,,,,,,66,79,,,,,,,,,,True,,,,discussion,"AfterSherrieLevine.com, Print Wikipedia",Gunnar_Wolf_and_Alejandro_Miranda_Construcción_Colaborativa_del_Conocimiento.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,UNAM_MX_Construcción Colaborativa.pdf,,,,Convergencia de ideas en los modelos alternativos de circulación de la producción cultural,Lila Pagola,,False
,"María Luisa Sánchez-Pérez, María Garrido-Román",Copias de copias: la apropiación de la apropiación en Arte Contemporáneo,2017.0,Observar,,https://www.uco.es/ucopress/ojs/index.php/observar/article/view/1491,,,,,,,,11.0,2.0,203,217,,,,,,,,,,True,,,,discussion,"AfterSherrieLevine.com, Print Wikipedia",María_Luisa_Sánchez-Pérez__María_Garrido-Román_Copias_de_copias_la_apropiación_de_la_apropiación_en_Arte_Contemporáneo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Unv_Granada_2017.pdf,3-Sep,,,,,,False
,Megan Kallus,UT School of Information to host feminist Wikipedia Edit-a-thon,2015.0,"The Daily Texan (Austin, TX)",ULOOP Inc.,,,,,,,,,,,,,,,,,,,,,,True,,,,College Newspaper Article,Art+Feminism,Megan_Kallus_UT_School_of_Information_to_host_feminist_Wikipedia_Edit-a-thon.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,UT School of Information to host feminist Wikipedia Edit-a-thon - Document - Gale OneFile_ News.pdf,4-Mar,,,,,,False
